race,sex,age,priors_count,c_charge_degree,two_year_recid
African-American,Male,26,2,F,1
Caucasian,Male,42,0,M,0
African-American,Male,23,8,F,1
Caucasian,Male,43,1,F,0
Caucasian,Female,55,0,M,0
Caucasian,Male,38,0,F,1
Caucasian,Male,24,1,F,1
African-American,Male,23,0,M,0
African-American,Female,64,0,F,0
Other,Male,48,0,M,0
African-American,Male,32,11,F,1
African-American,Female,39,0,F,1
Caucasian,Male,30,0,M,0
African-American,Female,22,1,M,0
African-American,Male,20,2,F,1
African-American,Male,21,0,F,1
Caucasian,Male,24,0,F,0
Hispanic,Male,49,2,M,0
Caucasian,Male,50,2,F,0
African-American,Male,30,3,M,0
African-American,Male,51,12,F,1
African-American,Male,21,2,M,1
African-American,Male,21,1,F,1
African-American,Male,31,1,F,0
African-American,Male,23,2,M,1
Hispanic,Male,23,0,M,0
African-American,Male,32,4,F,1
African-American,Male,28,11,F,1
Caucasian,Male,50,16,F,1
African-American,Male,24,0,F,0
African-American,Female,19,1,F,1
Other,Male,31,1,M,0
African-American,Male,29,3,F,1
African-American,Male,41,6,F,1
African-American,Male,28,4,M,1
Caucasian,Male,29,6,F,1
Caucasian,Male,49,0,F,0
Caucasian,Male,42,0,M,0
African-American,Male,38,4,M,0
African-American,Male,22,3,F,1
Caucasian,Male,46,0,M,1
Caucasian,Male,63,1,F,0
African-American,Male,38,0,F,1
African-American,Male,36,0,F,0
African-American,Female,27,10,M,1
Caucasian,Male,22,6,F,1
African-American,Male,29,11,M,0
African-American,Male,23,6,F,1
African-American,Male,39,2,M,0
Caucasian,Male,47,0,M,0
African-American,Male,26,7,F,1
African-American,Female,21,0,F,1
African-American,Male,55,12,F,0
African-American,Male,63,2,M,0
African-American,Male,27,2,F,1
Caucasian,Male,55,27,M,0
Caucasian,Male,57,21,M,1
Hispanic,Male,24,1,F,0
Other,Male,54,2,M,1
African-American,Male,30,2,F,1
African-American,Male,26,3,M,0
Caucasian,Male,26,0,F,1
Caucasian,Male,37,1,M,0
African-American,Male,25,4,M,0
African-American,Male,34,0,F,0
Hispanic,Female,48,4,F,1
African-American,Male,25,2,F,1
Other,Male,57,0,F,0
Caucasian,Male,46,2,F,0
Hispanic,Male,21,0,F,1
African-American,Male,32,8,F,0
African-American,Female,25,5,F,1
African-American,Male,35,4,F,1
African-American,Female,33,2,F,1
African-American,Male,26,2,F,1
Caucasian,Male,49,10,F,1
African-American,Male,29,2,M,0
Caucasian,Male,28,6,M,1
African-American,Male,53,20,F,0
Hispanic,Male,57,1,M,0
African-American,Male,29,3,F,1
Caucasian,Male,27,0,F,0
Caucasian,Male,48,0,F,0
Hispanic,Male,29,0,M,1
Caucasian,Male,25,1,M,1
Caucasian,Male,67,0,F,0
African-American,Male,29,2,M,0
African-American,Female,53,3,F,0
Caucasian,Male,23,1,F,0
African-American,Male,49,0,F,0
Caucasian,Female,44,0,M,0
Hispanic,Female,55,0,F,0
African-American,Male,26,10,F,1
Caucasian,Male,51,2,F,1
African-American,Male,46,0,M,0
Caucasian,Male,30,1,F,1
African-American,Female,48,0,F,1
African-American,Male,77,1,M,1
African-American,Male,21,2,F,1
Caucasian,Male,46,11,F,1
African-American,Male,54,4,F,1
Caucasian,Male,54,3,F,0
African-American,Male,26,15,F,0
African-American,Male,23,8,F,1
Hispanic,Male,27,1,F,0
Caucasian,Male,39,2,F,0
Hispanic,Male,35,13,F,0
African-American,Male,29,1,M,1
African-American,Male,30,9,M,1
African-American,Male,41,6,F,0
African-American,Male,32,1,M,0
African-American,Male,48,12,M,0
Caucasian,Male,39,2,F,0
African-American,Male,52,0,M,1
African-American,Male,31,3,F,1
Caucasian,Male,22,1,F,1
African-American,Male,56,4,M,1
Caucasian,Female,46,0,M,0
Caucasian,Female,52,23,F,1
African-American,Male,29,7,F,1
African-American,Female,22,0,F,0
Hispanic,Male,32,1,F,0
African-American,Male,39,8,F,0
African-American,Male,35,9,F,0
African-American,Male,26,1,M,0
African-American,Male,27,1,F,0
African-American,Male,27,5,F,1
Caucasian,Female,34,10,F,1
African-American,Male,47,21,F,1
African-American,Male,27,2,M,0
Hispanic,Male,27,6,F,0
African-American,Female,32,0,M,1
Hispanic,Male,28,8,M,1
African-American,Male,25,5,F,1
Caucasian,Male,22,2,M,1
Caucasian,Male,43,4,M,0
African-American,Male,52,7,F,1
African-American,Male,21,2,F,1
African-American,Male,28,11,F,1
African-American,Male,21,1,F,1
Hispanic,Male,26,0,F,0
Caucasian,Male,23,4,M,1
Hispanic,Male,39,3,M,0
African-American,Male,31,1,M,0
Caucasian,Male,34,1,M,0
African-American,Male,32,0,M,0
Caucasian,Female,50,0,M,1
African-American,Male,27,1,M,0
African-American,Female,26,4,F,0
African-American,Male,27,4,F,1
Caucasian,Male,29,0,F,1
Caucasian,Male,30,11,M,1
African-American,Male,58,0,M,0
African-American,Male,27,14,F,1
African-American,Male,28,5,F,1
African-American,Male,24,15,F,1
African-American,Male,45,1,F,1
Caucasian,Male,50,0,M,0
African-American,Female,30,15,F,1
Hispanic,Male,25,1,F,1
Hispanic,Male,46,0,F,0
Caucasian,Male,43,0,F,1
Caucasian,Male,24,0,F,1
African-American,Male,34,10,F,0
Hispanic,Male,56,2,F,0
Caucasian,Male,26,2,F,0
Caucasian,Male,31,0,F,0
African-American,Male,23,1,F,1
African-American,Male,39,0,F,0
African-American,Male,50,4,F,1
African-American,Female,22,0,M,0
African-American,Female,25,0,M,0
African-American,Female,21,2,F,0
Caucasian,Male,20,1,F,0
African-American,Male,54,12,M,1
African-American,Female,27,2,F,1
Caucasian,Male,45,5,F,1
African-American,Male,34,13,F,1
Caucasian,Female,55,0,F,0
African-American,Male,24,0,M,0
African-American,Male,20,0,F,1
African-American,Male,37,5,M,1
Caucasian,Female,34,1,M,0
African-American,Female,41,2,F,1
African-American,Male,21,1,F,1
African-American,Male,22,3,F,1
African-American,Male,24,0,F,0
Caucasian,Male,42,8,F,0
African-American,Female,23,0,M,1
African-American,Female,40,1,F,0
African-American,Male,19,2,F,1
Caucasian,Male,20,0,M,0
Caucasian,Female,44,0,F,1
African-American,Male,20,0,M,0
African-American,Male,27,5,M,0
Caucasian,Male,20,0,M,1
African-American,Male,20,0,F,0
Caucasian,Male,28,1,F,1
African-American,Male,29,9,F,1
African-American,Male,21,0,F,1
African-American,Male,45,4,M,1
African-American,Female,24,2,F,1
African-American,Male,60,15,F,1
African-American,Male,43,8,F,1
Other,Male,21,0,F,1
African-American,Female,24,0,F,0
African-American,Male,23,3,F,1
Caucasian,Male,27,0,F,0
Caucasian,Male,24,0,F,0
African-American,Male,31,6,M,1
African-American,Male,22,0,F,1
African-American,Female,46,4,F,0
African-American,Male,53,3,M,0
Caucasian,Male,54,0,F,0
Caucasian,Female,37,5,F,1
African-American,Female,35,7,F,1
African-American,Female,53,0,F,0
African-American,Male,26,9,M,1
African-American,Male,48,7,M,1
African-American,Male,63,22,M,1
African-American,Female,56,2,M,1
African-American,Male,25,6,F,1
Caucasian,Female,49,0,F,0
Caucasian,Male,34,0,M,1
African-American,Male,21,0,M,1
Caucasian,Male,23,0,F,1
Caucasian,Male,57,0,F,0
Caucasian,Male,29,8,F,1
Other,Female,34,0,F,0
Caucasian,Male,25,5,F,1
African-American,Female,42,1,F,0
African-American,Male,51,1,F,0
African-American,Male,26,7,F,0
Other,Male,31,5,M,0
African-American,Male,34,9,F,0
African-American,Male,53,13,M,0
African-American,Female,43,6,F,0
African-American,Male,34,0,F,0
Caucasian,Female,27,2,F,1
African-American,Male,51,0,M,0
Caucasian,Male,26,1,M,0
African-American,Male,47,5,F,0
Caucasian,Male,22,0,F,0
Caucasian,Female,36,0,F,0
Hispanic,Female,36,1,M,0
Caucasian,Male,41,4,F,1
African-American,Male,37,2,M,0
African-American,Male,21,2,F,0
African-American,Male,25,6,M,0
Hispanic,Male,27,1,F,1
Hispanic,Female,31,2,F,1
African-American,Male,24,7,M,1
Caucasian,Male,33,0,M,0
Caucasian,Male,46,5,F,0
Caucasian,Female,44,3,F,1
Caucasian,Male,46,0,F,1
African-American,Female,28,1,F,0
African-American,Male,28,5,F,1
African-American,Male,66,5,F,1
Caucasian,Male,20,0,M,0
African-American,Male,27,2,F,0
Other,Female,24,0,F,0
African-American,Male,25,3,F,1
Caucasian,Male,31,8,M,0
African-American,Female,39,1,F,0
African-American,Female,41,7,F,1
African-American,Male,26,0,F,0
African-American,Male,25,2,M,1
African-American,Male,35,5,F,0
Hispanic,Male,55,0,M,0
African-American,Male,22,2,F,1
Other,Female,29,2,M,1
African-American,Male,25,7,F,1
Caucasian,Male,50,18,M,1
Caucasian,Female,27,2,M,0
Hispanic,Male,50,5,F,1
Caucasian,Female,20,0,M,1
Caucasian,Male,56,5,M,0
African-American,Male,25,5,F,1
African-American,Female,48,1,F,0
African-American,Male,21,1,F,0
Caucasian,Male,31,2,M,1
Caucasian,Male,35,0,M,0
Hispanic,Male,25,6,M,1
African-American,Male,34,2,F,1
African-American,Male,32,0,F,0
Hispanic,Male,33,1,M,0
African-American,Female,31,1,F,1
African-American,Male,29,6,F,1
African-American,Male,25,2,F,0
African-American,Male,26,13,M,0
Hispanic,Female,44,0,M,0
African-American,Male,31,11,M,1
African-American,Male,28,3,M,1
Hispanic,Female,47,1,F,0
African-American,Female,27,10,F,1
African-American,Male,24,0,F,1
Caucasian,Male,49,0,F,0
Caucasian,Female,40,0,F,0
African-American,Male,22,4,M,0
African-American,Male,28,5,F,1
Caucasian,Female,51,1,F,0
African-American,Male,24,2,F,1
Caucasian,Male,49,1,M,0
Caucasian,Male,33,0,M,1
African-American,Male,34,6,F,1
African-American,Male,30,8,M,1
Caucasian,Male,44,0,F,1
African-American,Male,41,12,F,1
Caucasian,Male,46,0,F,0
African-American,Male,57,2,M,0
Caucasian,Female,44,1,M,0
African-American,Male,32,0,F,0
African-American,Male,36,1,M,0
African-American,Male,30,1,M,0
African-American,Male,28,0,M,0
Caucasian,Male,31,3,M,1
African-American,Male,29,8,F,1
African-American,Male,21,1,M,0
African-American,Male,23,5,F,1
Other,Male,27,0,M,0
Caucasian,Male,25,4,F,0
African-American,Female,49,25,F,1
Other,Male,35,2,F,0
Hispanic,Male,35,0,F,1
African-American,Female,25,1,M,1
Hispanic,Male,32,2,M,1
African-American,Male,35,9,F,0
Caucasian,Male,33,4,M,0
Caucasian,Male,38,8,F,0
African-American,Male,32,0,M,0
African-American,Female,23,0,M,0
African-American,Male,67,3,F,0
African-American,Male,23,4,F,0
African-American,Female,26,0,M,0
African-American,Male,31,9,F,1
African-American,Male,22,0,M,1
Caucasian,Female,20,0,F,1
African-American,Male,24,1,F,0
African-American,Male,37,0,M,0
African-American,Male,29,0,F,0
Other,Male,34,0,F,0
African-American,Male,29,9,F,1
Caucasian,Male,49,3,F,0
African-American,Male,31,2,F,0
Caucasian,Male,59,0,M,0
African-American,Male,39,2,M,1
African-American,Male,23,1,F,0
African-American,Male,27,3,F,1
African-American,Male,22,1,F,0
Caucasian,Male,21,0,F,1
African-American,Male,36,0,F,0
African-American,Male,30,10,F,1
Caucasian,Male,31,3,M,0
Hispanic,Female,29,0,M,0
Other,Male,47,5,M,1
African-American,Male,25,7,F,0
Caucasian,Male,26,0,F,0
African-American,Male,24,0,M,0
Other,Male,43,1,F,0
African-American,Male,27,11,F,0
Caucasian,Male,28,4,F,0
Other,Female,33,0,F,0
Caucasian,Male,54,3,F,1
Caucasian,Male,57,0,M,0
Caucasian,Male,54,11,F,1
African-American,Male,30,2,F,0
Other,Male,27,0,M,0
African-American,Female,31,4,F,0
Caucasian,Male,29,0,F,0
Hispanic,Female,29,0,M,1
Hispanic,Male,33,2,M,0
African-American,Male,22,0,M,0
African-American,Male,28,2,F,0
African-American,Male,35,0,M,1
African-American,Male,29,2,F,1
African-American,Male,30,14,F,0
African-American,Female,44,1,M,0
African-American,Male,27,2,F,1
Caucasian,Female,63,0,M,0
African-American,Male,27,6,F,1
Other,Male,34,3,M,0
Caucasian,Male,36,0,F,1
African-American,Male,31,5,F,1
African-American,Male,21,0,F,0
Caucasian,Male,23,1,F,0
African-American,Male,55,1,F,0
African-American,Male,40,1,F,0
African-American,Male,30,3,M,1
African-American,Male,41,1,M,0
Caucasian,Male,56,0,M,0
African-American,Male,23,1,F,1
African-American,Male,61,14,M,0
Hispanic,Male,22,0,F,1
African-American,Male,20,0,F,1
Caucasian,Male,49,2,F,1
African-American,Male,31,6,F,0
African-American,Male,50,7,F,1
African-American,Female,31,3,M,1
African-American,Male,32,4,F,0
Caucasian,Female,26,7,F,1
African-American,Male,44,0,F,1
Other,Male,56,0,M,0
African-American,Male,62,0,M,0
African-American,Male,43,3,F,1
Hispanic,Male,31,8,M,1
African-American,Female,24,1,M,1
African-American,Male,41,13,F,1
Caucasian,Male,23,0,M,0
African-American,Male,25,1,F,0
Other,Male,53,0,M,0
Caucasian,Male,67,0,M,0
Hispanic,Male,38,0,M,0
Other,Male,40,1,F,0
African-American,Male,20,0,F,1
Other,Female,45,1,F,0
African-American,Male,29,3,M,1
Hispanic,Male,32,0,M,0
Caucasian,Female,34,0,F,1
African-American,Male,23,1,M,1
Other,Female,39,0,F,0
African-American,Male,29,0,F,0
African-American,Male,46,4,F,0
African-American,Male,31,9,M,1
African-American,Male,24,1,M,0
African-American,Male,28,1,F,1
African-American,Female,25,0,M,1
African-American,Female,24,0,M,0
Other,Male,29,5,F,0
Hispanic,Male,28,3,F,1
Caucasian,Male,36,1,F,0
African-American,Male,25,2,M,0
Caucasian,Male,29,0,F,0
Caucasian,Female,26,1,F,0
African-American,Male,23,3,F,1
Other,Male,20,1,F,1
African-American,Male,32,4,F,1
Hispanic,Male,29,1,F,0
Caucasian,Female,26,0,F,0
Hispanic,Male,45,3,F,0
Caucasian,Male,35,0,M,1
African-American,Male,23,0,M,1
Caucasian,Female,46,0,M,0
Caucasian,Male,41,0,F,0
Caucasian,Male,22,0,M,1
African-American,Male,27,7,M,1
Other,Female,38,0,M,0
African-American,Female,24,1,F,1
African-American,Male,27,10,F,1
Caucasian,Male,22,1,M,0
African-American,Female,43,3,F,1
African-American,Male,26,3,M,1
Caucasian,Male,26,7,M,0
Caucasian,Male,29,3,F,1
African-American,Female,42,17,F,1
African-American,Male,30,0,M,0
Caucasian,Male,34,1,F,0
Caucasian,Male,23,3,M,0
Caucasian,Female,47,0,M,0
Caucasian,Male,55,2,M,0
Caucasian,Female,30,5,F,1
Hispanic,Male,30,0,M,0
African-American,Male,43,2,F,0
African-American,Male,45,38,F,1
Hispanic,Male,30,0,M,0
Caucasian,Female,61,15,F,0
African-American,Male,63,16,M,0
Caucasian,Male,49,0,F,0
African-American,Male,49,1,M,0
African-American,Male,42,1,F,0
African-American,Male,24,1,M,0
Caucasian,Male,51,0,F,0
Hispanic,Male,32,6,M,1
Caucasian,Male,28,4,F,1
Caucasian,Male,26,2,F,1
Caucasian,Male,28,2,F,1
African-American,Male,49,2,F,0
African-American,Female,33,6,M,1
Caucasian,Male,47,1,F,0
Caucasian,Male,56,1,F,0
Caucasian,Male,53,8,M,0
Other,Male,27,2,M,1
Hispanic,Male,34,17,F,1
Caucasian,Male,41,3,M,0
African-American,Male,45,6,F,0
Caucasian,Male,47,2,M,0
African-American,Female,21,0,F,0
Caucasian,Male,27,2,M,1
African-American,Male,21,0,F,0
Caucasian,Male,31,0,F,0
Hispanic,Female,45,0,M,0
African-American,Male,30,8,F,0
Hispanic,Male,43,1,M,1
African-American,Male,23,0,F,0
Caucasian,Male,52,1,F,0
African-American,Male,48,11,M,1
African-American,Female,51,3,M,0
Caucasian,Male,30,1,M,1
African-American,Female,29,5,F,1
African-American,Female,44,0,F,0
African-American,Male,34,12,F,1
Hispanic,Female,25,0,F,0
African-American,Male,28,5,F,1
African-American,Male,28,9,F,1
Other,Male,37,0,M,0
Caucasian,Female,34,0,F,0
African-American,Male,23,3,M,1
Caucasian,Male,71,3,M,0
Caucasian,Male,45,2,M,0
Native American,Female,33,5,F,1
African-American,Male,29,0,M,0
African-American,Male,52,23,F,1
Caucasian,Male,26,1,F,0
Hispanic,Male,31,0,M,1
Hispanic,Male,36,5,F,0
African-American,Male,52,17,F,1
Hispanic,Male,42,1,F,1
African-American,Male,21,0,M,0
Caucasian,Male,29,2,M,0
Caucasian,Male,54,0,M,0
Caucasian,Male,58,12,F,1
Caucasian,Female,22,1,M,0
Caucasian,Male,27,0,F,1
Caucasian,Male,29,1,M,0
Hispanic,Female,25,14,F,0
Other,Male,62,0,M,0
African-American,Female,23,2,M,1
Other,Male,22,1,F,1
Caucasian,Female,65,1,F,0
Caucasian,Female,28,5,F,1
African-American,Male,31,15,F,1
Caucasian,Male,31,0,F,0
African-American,Male,21,0,F,0
African-American,Male,27,17,F,1
Caucasian,Male,33,1,F,0
African-American,Male,25,3,F,0
Caucasian,Male,39,1,F,0
African-American,Male,29,8,M,1
African-American,Male,27,15,F,1
Caucasian,Female,42,0,F,0
Caucasian,Male,21,0,F,0
African-American,Male,27,5,M,1
African-American,Male,36,2,M,1
African-American,Female,24,0,F,1
Caucasian,Female,67,0,M,0
Other,Male,29,4,F,1
African-American,Female,27,2,F,0
African-American,Male,39,3,F,1
Caucasian,Male,42,5,F,0
Hispanic,Male,41,1,M,0
African-American,Female,25,1,F,0
Caucasian,Male,40,8,F,1
African-American,Male,37,4,M,1
African-American,Female,42,8,F,1
African-American,Female,27,12,M,1
African-American,Male,26,8,F,1
African-American,Male,23,1,M,0
Caucasian,Male,32,8,M,1
Caucasian,Female,31,1,M,1
Caucasian,Male,20,1,F,1
Caucasian,Male,26,4,F,1
Caucasian,Male,51,2,M,1
Caucasian,Male,67,0,M,0
African-American,Male,27,10,F,0
Caucasian,Female,26,1,M,0
African-American,Male,55,3,M,1
Caucasian,Male,51,1,F,0
Other,Male,31,0,F,0
Caucasian,Male,28,0,M,0
Caucasian,Female,51,0,M,0
African-American,Male,28,13,F,1
African-American,Male,22,0,F,1
African-American,Male,26,2,F,1
African-American,Female,27,1,F,0
African-American,Male,32,5,M,0
African-American,Male,36,11,F,1
African-American,Male,27,4,M,0
Caucasian,Male,41,1,F,1
African-American,Male,24,12,M,0
African-American,Male,61,11,F,0
Caucasian,Female,29,3,F,0
Caucasian,Male,34,11,F,0
Caucasian,Male,45,0,F,0
Caucasian,Male,21,3,F,1
African-American,Male,28,20,F,1
African-American,Male,23,3,F,0
Caucasian,Male,31,6,F,0
Caucasian,Male,59,0,M,1
African-American,Male,40,8,M,1
Caucasian,Female,22,1,M,0
African-American,Male,21,1,M,1
African-American,Male,24,1,F,1
Caucasian,Male,25,2,F,1
African-American,Female,25,1,F,0
African-American,Male,47,3,M,1
Hispanic,Male,25,1,F,0
African-American,Male,21,5,M,1
African-American,Male,29,1,F,1
Caucasian,Male,40,4,F,1
Hispanic,Female,32,1,F,0
Caucasian,Male,39,0,M,0
Other,Male,22,3,F,0
African-American,Female,30,0,M,1
Caucasian,Female,22,2,F,1
Caucasian,Male,25,0,M,0
Caucasian,Female,21,0,M,1
Caucasian,Male,25,0,M,1
Caucasian,Male,54,1,F,1
African-American,Male,27,5,M,1
Caucasian,Male,45,4,M,1
African-American,Male,32,4,F,1
African-American,Male,22,0,M,1
Other,Male,23,6,F,1
African-American,Female,44,6,F,0
Other,Male,59,20,F,1
African-American,Male,28,0,M,1
African-American,Male,23,0,F,0
Caucasian,Male,46,0,F,0
Caucasian,Male,33,2,F,0
Other,Male,30,1,M,1
Caucasian,Female,40,3,F,1
Caucasian,Male,54,7,F,0
Caucasian,Male,21,0,M,0
Caucasian,Male,43,6,M,1
African-American,Male,22,3,F,1
African-American,Male,22,0,M,0
African-American,Male,31,0,F,0
African-American,Male,32,6,F,1
Caucasian,Female,50,3,F,0
Hispanic,Male,27,4,F,1
African-American,Male,21,1,M,0
Caucasian,Male,23,0,M,0
African-American,Male,33,3,M,1
African-American,Male,64,0,M,0
Other,Female,42,0,F,0
African-American,Male,20,0,F,0
Caucasian,Male,26,1,M,0
African-American,Male,30,18,F,1
Hispanic,Male,23,0,M,1
African-American,Male,23,10,F,1
African-American,Male,60,13,F,1
African-American,Male,46,2,F,1
African-American,Female,29,0,F,0
Caucasian,Male,56,0,M,1
African-American,Female,45,0,F,0
African-American,Male,26,4,F,1
African-American,Female,47,4,M,0
African-American,Female,29,7,F,1
African-American,Male,32,9,F,0
Caucasian,Male,27,2,F,1
Other,Male,23,0,F,0
African-American,Male,29,10,F,1
Hispanic,Male,33,11,F,1
African-American,Male,22,1,F,1
Hispanic,Female,33,2,F,0
African-American,Female,28,1,F,0
Caucasian,Male,36,0,F,0
Hispanic,Male,32,1,F,0
African-American,Male,24,0,F,0
African-American,Male,33,9,M,1
African-American,Male,46,2,M,0
Caucasian,Male,31,9,M,1
Caucasian,Male,49,3,F,1
African-American,Male,24,0,F,1
African-American,Male,57,28,F,1
African-American,Male,36,14,F,1
African-American,Male,43,23,F,0
African-American,Male,42,0,M,0
Caucasian,Male,32,4,F,1
Caucasian,Male,26,1,F,0
Caucasian,Male,74,0,M,0
African-American,Male,24,3,F,1
Hispanic,Female,24,1,M,0
Other,Male,22,0,F,0
African-American,Male,33,2,M,0
African-American,Male,22,1,M,1
Caucasian,Male,50,4,M,0
Caucasian,Female,28,7,F,1
African-American,Female,35,5,F,1
African-American,Male,33,0,F,1
African-American,Female,36,1,M,0
African-American,Male,28,2,F,1
African-American,Male,63,1,F,0
African-American,Male,24,11,F,1
Caucasian,Female,69,5,F,0
African-American,Male,41,18,F,1
Caucasian,Male,44,1,M,0
African-American,Female,29,0,F,0
Caucasian,Female,52,0,M,0
African-American,Male,23,1,F,1
Hispanic,Female,22,0,M,0
Caucasian,Male,26,0,F,0
African-American,Male,24,0,M,1
African-American,Male,45,4,M,0
Hispanic,Male,22,0,F,1
African-American,Male,24,4,F,1
Hispanic,Female,26,1,M,0
African-American,Male,47,0,M,0
African-American,Male,20,2,F,1
African-American,Male,26,0,F,0
African-American,Male,36,9,F,1
Caucasian,Male,33,2,M,1
Caucasian,Male,52,1,M,0
Caucasian,Male,51,0,F,0
Caucasian,Male,20,1,F,1
African-American,Male,47,7,F,1
Caucasian,Male,38,1,M,1
Caucasian,Male,67,1,F,0
African-American,Male,47,1,F,0
Caucasian,Male,66,0,M,0
Caucasian,Male,39,0,F,0
Caucasian,Female,49,2,M,0
African-American,Female,45,9,M,0
Asian,Male,22,1,M,0
Caucasian,Female,46,7,F,1
African-American,Male,29,15,F,1
African-American,Male,28,2,M,1
African-American,Female,22,0,F,1
African-American,Male,20,1,F,1
Caucasian,Male,34,5,F,0
Caucasian,Male,34,13,F,0
African-American,Male,22,8,F,1
Caucasian,Male,25,3,M,1
Caucasian,Male,27,13,F,1
African-American,Male,34,1,F,0
Caucasian,Male,34,1,F,0
African-American,Male,54,10,F,1
Other,Male,51,0,F,1
Caucasian,Female,36,5,F,1
Asian,Male,20,2,F,1
African-American,Male,30,8,F,1
Hispanic,Male,44,0,M,1
African-American,Female,23,1,F,1
Caucasian,Male,40,0,F,0
Hispanic,Male,65,2,M,1
African-American,Female,22,1,F,0
Caucasian,Female,27,0,M,1
Hispanic,Male,23,2,F,0
African-American,Male,25,3,F,1
African-American,Male,47,14,M,0
African-American,Female,27,3,F,1
